day,campaign_network,adgroup_network,creative_network,cost,network_impressions,network_clicks,installs,iniciou cadastro_events,registro completo sms_events,usuário tem benefício inss_events,usuário é servidor govba_events,usuário é servidor govsp_events,usuário é servidor prefsp_events,usuário é servidor govmt_events,usuário é lead_events,aceitar oferta_events,proposta paga_events,primeira compra_events,primeira compra govba_events,primeira compra govsp_events,primeira compra govmt_events,primeira compra prefsp_events,primeira compra inss_events,recompra_events,all_revenue
2023-08-13,inss_geral_gg_app_conversao_cold_and,aberto_0_0_0_br_18-65_auto-gg_lead,0_0_0_0_0_0_0_0_0_0,"1,892",716,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"1,88",77,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,inss_geral_gg_app_conversao_cold_and,aberto_0_0_0_br_18-65_auto-gg_lead,0_0_0_0_0_0_0_0_0_0,"1,8688",1028,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govmt_geral_fb_app_conversao_cold_and,lista_pm-govmt_2k_0_br_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"1,86",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,prefsp_geral_fb_app_conversao_cold_and,lal_servidores-prefsp_40k_1_sp_22-64_auto_serv,institucional_carrossel_cb_margem-tomada_margem-tomada_v1_app_peca-cb_0_0,"1,86",54,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,all_geral_tk_app_conversao_cold_and,lista_servidores-estados_184k_0_br_18-55_auto_lead,story_vid_baixe-app_bancos-nao-querem_cotacao-de-credito_v1_app_baixe-app_narracao_c-leg,"1,85",331,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,lista_base-govsp-higienizada-tomadores_152k_0_br_18-65_auto_servsp,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,85",123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,all_geral_tk_app_conversao_cold_and,lista_servidores-estados_184k_0_br_18-55_auto_lead,story_vid_baixe-app_bancos-nao-querem_cotacao-de-credito_v1_app_baixe-app_narracao_c-leg,"1,83",325,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,82",123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lal_servidores-prefsp_40k_1_sp_22-64_auto_serv,institucional_carrossel_cb_margem-tomada_margem-tomada_v1_app_peca-cb_0_0,"1,81",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"1,8",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"1,79",76,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"1,78",105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_0_0_ba_22-65_auto_lead,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,77",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,engajamento_envolvimento-paginasrelacionadas_0_0_ba_22-65_auto_servba,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"1,77",97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_troco_sr-leal_troco_v1_app_baixe-app_original_c-leg,"1,75",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,lal_base-govsp_200k_2_sp_22-64_auto_servsp,story_vid_baixe-app_vid-marcela_opcoes-consignado-sem-margem_v1_app_baixe-o-app_original_s-leg,"1,73",83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_gg_app_conversao_cold_and,aberto_aberto_0_0_ba_18-55_auto-gg_servba,0_0_0_0_0_0_0_0_0_0,"1,7236",125,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_33k_0_sp_21-64_auto_lead,story_vid_baixe-app_vid-marcela_opcoes-consignado-sem-margem_v1_app_baixe-o-app_original_s-leg,"1,71",106,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,71",133,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_0_0_ba_22-65_auto_lead,story_vid_baixe-app_sturaro_app-milagroso-reduza-taxas_v3_app_orientador_original_c-leg,"1,7",83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"1,65",91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,lista_pm-govsp-tomador_42k_0_br_18-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"1,65",92,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_serv,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,65",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govmt_geral_fb_app_conversao_cold_and,lal_govmt_64k_1_mt_22-64_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_original_c-leg,"1,63",85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,62",109,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,lal_usuario-e-servidor-180d_0_0_ba_18-65_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"1,62",158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,engajamento_envolvimento-paginasrelacionadas_0_0_ba_22-65_auto_servba,story_vid_troco_sr-leal_troco_v2_app_baixe-app_original_c-leg,"1,61",95,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govsp_geral_fb_app_conversao_cold_and,lal_serv-estadual_0_1_sp_22-65_auto_servsp,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"1,61",91,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_cn_video-adri_40min-cai-na-conta_v2_app_usar-app_original_s-leg,"1,6",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govmt_geral_fb_app_conversao_cold_and,lal_govmt_64k_1_mt_22-64_auto_serv,story_vid_cn_video-adri_comparacao_v5_app_usar-app_original_s-leg,"1,58",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,58",99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_cold_and,lal_base-govsp_200k_1_sp_22-64_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"1,58",79,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_serv,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,56",80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,55",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"1,52",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"1,51",83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_cn_video-adri_15-bancos_v5_app_usar-app_original_s-leg,"1,5",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_cold_and,engajamento_envolvimento-paginasrelacionadas_0_0_ba_22-65_auto_servba,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"1,47",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lal_base-higienizada-ba_200k_1_ba_22-65_auto_servba,story_vid_troco_sr-leal_troco_v2_app_baixe-app_original_c-leg,"1,45",143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_cn_video-adri_15-bancos_v5_app_usar-app_original_s-leg,"1,43",88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_gg_app_conversao_cold_and,aberto_0_0_0_ba_18-65_auto-gg_servba,0_0_0_0_0_0_0_0_0_0,"1,3963",221,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,engajamento_envolvimento-paginasrelacionadas_0_0_ba_22-65_auto_servba,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"1,36",103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,36",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,all_geral_tk_app_conversao_cold_and,aberto_0_0_0_sp-ba-mt_18-65_auto_lead,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"1,36",287,7,3,4,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,all_geral_tk_app_conversao_cold_and,lal_servidor-expanded-deviceprice_36k_1_sp-ba-mt_18-55_auto_lead,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"1,34",158,37,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_0_0_ba_22-65_auto_lead,story_vid_troco_sr-leal_troco_v2_app_baixe-app_original_c-leg,"1,34",77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,3",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,prefsp_geral_fb_app_conversao_cold_and,lal_base-govsp-higienizada-tomadores_152k_1_br_18-65_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_original_c-leg,"1,29",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"1,28",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,inss_geral_tk_app_conversao_cold_and,aberto_auto_0_0_br_18-65_auto_inss,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"1,27",215,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,lal_usuario-e-servidor-180d_0_0_ba_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"1,27",94,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"1,26",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"1,24",69,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"1188,0"
2023-08-10,govba_geral_gg_app_conversao_cold_and,aberto_aberto_0_0_ba_18-55_auto-gg_servba,0_0_0_0_0_0_0_0_0_0,"1,2329",228,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govba_geral_fb_app_conversao_cold_and,lal_base-higienizada-ba_200k_1_ba_22-65_auto_servba,story_vid_cn_video-adri_40min-cai-na-conta_v2_app_usar-app_original_s-leg,"1,23",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lal_usuario-e-servidor-180d_0_0_ba_18-65_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_original_c-leg,"1,22",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_cold_and,engajamento_envolvimento-paginasrelacionadas_0_0_ba_22-65_auto_servba,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"1,2",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"1,18",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govmt_geral_fb_app_conversao_cold_and,lal_govmt_64k_1_mt_22-64_auto_serv,story_vid_cn_video-adri_possibilidades_v5_app_usar-app_original_s-leg,"1,17",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_cn_video-adri_15-bancos_v5_app_usar-app_original_s-leg,"1,17",96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,inss_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_190k_0_br_21-65_auto_lead,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"1,14",62,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_cold_and,lista_base-govsp-higienizada-tomadores_152k_0_br_18-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"1,14",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,inss_geral_tk_app_conversao_cold_and,aberto_auto_0_0_br_18-65_auto_inss,tiktok_vid_todos_dicas-lud_dica-consignado_v1_0_0_original_c-leg,"1,14",1965,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"1,13",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_gg_app_conversao_cold_and,aberto_aberto_0_0_ba_18-55_auto-gg_servba,0_0_0_0_0_0_0_0_0_0,"1,1038",126,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_cold_and,lal_base-higienizada-ba_200k_1_ba_22-65_auto_servba,story_vid_troco_sr-leal_troco_v2_app_baixe-app_original_c-leg,"1,09",72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lista_base-unificada-ba_187k_0_br_18-65_auto_servba,story_vid_troco_sr-leal_troco_v2_app_baixe-app_original_c-leg,"1,08",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,inss_geral_fb_app_conversao_cold_and,aberto_0_0_0_br_45-65_auto_lead,story_vid_cn_video-adri_15-bancos_v2_app_usar-app_original_s-leg,"1,04",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govmt_geral_fb_app_conversao_cold_and,lal_govmt_64k_1_mt_22-64_auto_serv,story_vid_cn_video-adri_comparacao_v5_app_usar-app_original_s-leg,"1,04",41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"1,02",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_cold_and,lal_usuario-e-servidor-180d_0_0_ba_18-65_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_original_c-leg,"1,0",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_cn_video-adri_15-bancos_v4_app_usar-app_original_s-leg,"0,96",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,all_geral_tk_app_conversao_cold_and,lal_servidor-expanded-deviceprice_36k_1_sp-ba-mt_18-55_auto_lead,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"0,95",84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,institucional_vid_port_peu-servidor-prefsp_reduza-juros_v1_app_baixe-o-app_original_c-leg,"0,94",45,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_cn_video-adri_15-bancos_v5_app_usar-app_original_s-leg,"0,94",63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,inss_geral_tk_app_conversao_cold_and,aberto_auto_0_0_br_18-65_auto_inss,tiktok_vid_todos_dicas-lud_dica-consignado_v1_0_0_original_c-leg,"0,93",1572,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,lal_serv-estadual_0_1_sp_22-65_auto_servsp,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"0,93",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_troco_sr-leal_troco_v1_app_baixe-app_original_c-leg,"0,9",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govsp_geral_fb_app_conversao_cold_and,lista_base-govsp-higienizada-tomadores_152k_0_br_18-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"0,9",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_cn_video-adri_comparacao_v5_app_usar-app_original_s-leg,"0,89",45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govmt_geral_fb_app_conversao_cold_and,lal_pm-govmt_2k_1_br_18-65_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_original_c-leg,"0,88",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"0,87",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_original_c-leg,"0,86",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"0,84",58,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_cn_video-adri_15-bancos_v5_app_usar-app_original_s-leg,"0,83",90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"0,83",50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"177,64"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lal_usuario-e-servidor-180d_0_0_ba_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"0,83",95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_0_0_ba_22-65_auto_lead,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"0,82",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govba_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_0_0_ba_22-65_auto_lead,story_vid_cn_video-adri_possibilidades_v5_app_usar-app_original_s-leg,"0,8",62,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_gg_app_conversao_cold_and,aberto_0_0_0_ba_18-65_auto-gg_servba,0_0_0_0_0_0_0_0_0_0,"0,7867",123,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"0,78",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,institucional_vid_port_peu-servidor-prefsp_reduza-juros_v1_app_baixe-o-app_original_c-leg,"0,76",38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lal_servidores-prefsp_40k_1_sp_22-64_auto_serv,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"0,76",42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
