day,campaign_network,adgroup_network,creative_network,cost,network_impressions,network_clicks,installs,iniciou cadastro_events,registro completo sms_events,usuário tem benefício inss_events,usuário é servidor govba_events,usuário é servidor govsp_events,usuário é servidor prefsp_events,usuário é servidor govmt_events,usuário é lead_events,aceitar oferta_events,proposta paga_events,primeira compra_events,primeira compra govba_events,primeira compra govsp_events,primeira compra govmt_events,primeira compra prefsp_events,primeira compra inss_events,recompra_events,all_revenue
2023-08-10,govsp_geral_fb_app_conversao_cold_and,lal_base-govsp_200k_1_sp_22-64_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"8,78",677,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,institucional_flyer_cn_credito-pre-aprovado_menores-taxas_v1_app_usar-app_0_0,"8,77",1102,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,inss_geral_fb_app_conversao_cold_and,lal_leads-app_12k_1_br_25-65_auto_lead,story_vid_cn_video-adri_possibilidades_v3_app_usar-app_original_s-leg,"8,77",384,7,4,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,inss_geral_fb_app_conversao_cold_and,lal_macica-inss-renda-2k_600k_1_br_25-65_auto_lead,story_vid_cn_video-adri_15-bancos_v2_app_usar-app_original_s-leg,"8,71",241,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"8,65",472,7,6,5,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"8,58",326,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,institucional_flyer_cn_credito-pre-aprovado_menores-taxas_v1_app_usar-app_0_0,"8,49",1254,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,prefsp_geral_fb_app_conversao_cold_and,lal_base-govsp-higienizada-tomadores_152k_1_br_18-65_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"8,47",416,7,2,2,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_cold_and,lal_serv-estadual_0_1_sp_22-65_auto_servsp,institucional_carrossel_port_red-de-parcelas_diminuir-parcelas_v1_app_baixe-o-app_0_0,"8,46",468,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"8,42",346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lal_servidores-prefsp_40k_1_sp_22-64_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"8,41",448,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,institucional_flyer_cn_credito-pre-aprovado_menores-taxas_v1_app_usar-app_0_0,"8,19",1067,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_33k_0_sp_21-64_auto_lead,story_vid_baixe-app_vid-marcela_dica-credito-sem-margem_v2_app_baixe-o-app_original_0,"8,16",507,8,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govsp_geral_fb_app_conversao_cold_and,lista_pm-govsp-tomador_42k_0_br_18-65_auto_servsp,institucional_carrossel_port_red-de-parcelas_diminuir-parcelas_v1_app_baixe-o-app_0_0,"8,1",489,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_cold_and,lal_base-higienizada-ba_200k_1_ba_22-65_auto_servba,institucional_vid_baixe-app_metropole_servidor-app-financeiro_v1_app_reduza-divida_original_s-leg,"8,08",473,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,lal_base-higienizada-ba_200k_1_ba_22-65_auto_servba,story_vid_troco_sr-leal_troco_v2_app_baixe-app_original_c-leg,"8,08",578,8,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govmt_geral_fb_app_conversao_cold_and,aberto_0_0_0_mt_22-65_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"8,05",463,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govsp_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_33k_0_sp_21-64_auto_lead,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"8,02",357,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,lal_serv-govsp_4k_1_sp_22-65_auto_servsp,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"8,0",501,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,inss_geral_fb_app_conversao_cold_and,lal_beneficiarios-inss_1k_1_br_45-65_auto_lead,story_vid_cn_video-adri_possibilidades_v3_app_usar-app_original_s-leg,"7,99",206,4,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,institucional_carrossel_port_red-de-parcelas_diminuir-parcelas_v1_app_baixe-o-app_0_0,"7,99",497,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govmt_geral_fb_app_conversao_cold_and,lal_govmt_64k_1_mt_22-64_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"7,97",420,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"7,94",253,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govmt_geral_fb_app_conversao_cold_and,lal_govmt_64k_1_mt_22-64_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"7,92",387,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,inss_geral_fb_app_conversao_cold_and,lal_beneficiarios-inss_1k_1_br_45-65_auto_lead,story_vid_cn_video-adri_possibilidades_v3_app_usar-app_original_s-leg,"7,87",241,6,6,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_33k_0_sp_21-64_auto_lead,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"7,87",463,9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_cold_and,lal_serv-govsp_4k_1_sp_22-65_auto_servsp,institucional_carrossel_port_red-de-parcelas_diminuir-parcelas_v1_app_baixe-o-app_0_0,"7,86",428,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govmt_geral_fb_app_conversao_cold_and,lal_govmt_64k_1_mt_22-64_auto_serv,story_vid_cn_video-adri_comparacao_v5_app_usar-app_original_s-leg,"7,81",261,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,lal_base-govsp_200k_1_sp_22-64_auto_servsp,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"7,78",562,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govmt_geral_fb_app_conversao_cold_and,lal_govmt_64k_1_mt_22-64_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"7,69",286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govmt_geral_fb_app_conversao_cold_and,lal_pm-govmt_2k_1_br_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"7,62",356,4,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"7,62",303,4,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_cn_video-adri_40min-cai-na-conta_v2_app_usar-app_original_s-leg,"7,56",383,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"7,54",257,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"7,53",356,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"7,36",351,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_serv,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"7,31",271,3,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,inss_geral_fb_app_conversao_cold_and,lal_macica-inss-renda-2k_600k_2_br_25-65_auto_lead,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"7,29",286,14,6,7,6,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,institucional_flyer_cn_divida-cartao_cartao-bola-de-neve_v1_app_usar-app_0_0,"7,21",1453,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,story_vid_cn_video-adri_40min-cai-na-conta_v1_app_usar-app_original_s-leg,"7,2",517,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"7,19",300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lal_base-govsp-higienizada-tomadores_152k_1_br_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"7,17",314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,inss_geral_fb_app_conversao_cold_and,lal_leads-app_12k_1_br_25-65_auto_lead,story_vid_cn_video-adri_15-bancos_v2_app_usar-app_original_s-leg,"7,07",290,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,inss_geral_fb_app_conversao_cold_and,lal_macica-inss-renda-2k_600k_2_br_25-65_auto_lead,story_vid_cn_video-adri_40min-cai-na-conta_v1_app_usar-app_original_s-leg,"7,02",292,6,4,6,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govsp_geral_fb_app_conversao_hot_and,engajamento_envolvimento-pageview_33k_0_sp_21-64_auto_lead,story_vid_baixe-app_vid-marcela_dica-credito-sem-margem_v2_app_baixe-o-app_original_0,"6,99",404,8,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"6,95",341,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"6,9",243,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"6,85",270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,inss_geral_fb_app_conversao_cold_and,lal_macica-inss-renda-2k_600k_2_br_25-65_auto_lead,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"6,75",422,9,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"6,72",397,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"6,71",293,5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"6,69",279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lal_usuario-e-servidor-180d_0_0_ba_18-65_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"6,66",529,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,inss_geral_fb_app_conversao_cold_and,lal_leads-app_12k_1_br_25-65_auto_lead,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"6,65",353,16,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,lal_base-higienizada-ba_200k_1_ba_22-65_auto_servba,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"6,64",384,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,all_geral_tk_app_conversao_cold_and,aberto_0_0_0_sp-ba-mt_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"6,61",1488,13,3,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,story_vid_cn_video-adri_40min-cai-na-conta_v1_app_usar-app_original_s-leg,"6,47",394,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lal_base-higienizada-ba_200k_1_ba_22-65_auto_servba,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"6,45",404,6,3,3,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,lal_serv-govsp_4k_1_sp_22-65_auto_servsp,story_vid_baixe-app_vid-marcela_opcoes-consignado-sem-margem_v1_app_baixe-o-app_original_s-leg,"6,28",355,9,7,8,4,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,all_geral_tk_app_conversao_cold_and,aberto_0_0_0_sp-ba-mt_18-65_auto_serv,story_vid_cn_video-adri_comparacao_v5_app_usar-app_original_c-leg,"6,28",1023,47,6,9,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,story_vid_cn_video-adri_40min-cai-na-conta_v1_app_usar-app_original_s-leg,"6,26",383,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govmt_geral_fb_app_conversao_cold_and,aberto_0_0_0_mt_22-65_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"6,23",256,8,5,5,3,1,0,0,0,3,4,3,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,all_geral_tk_app_conversao_cold_and,lal_servidor-estadual_3k_1_sp-ba-mt_18-55_auto_lead,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"6,16",799,9,3,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"6,08",282,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"6,01",266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govba_geral_fb_app_conversao_cold_and,lal_usuario-e-servidor-180d_0_0_ba_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,97",425,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,inss_geral_fb_app_conversao_cold_and,lal_leads-app_12k_1_br_25-65_auto_lead,story_vid_cn_video-adri_15-bancos_v2_app_usar-app_original_s-leg,"5,97",244,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,95",313,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govmt_geral_fb_app_conversao_cold_and,lista_govmt_64k_0_br_18-65_auto_serv,institucional_carrossel_port_87-servidores_servidor-nao-sabem_v2_app_baixe-app_0_0,"5,91",289,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govsp_geral_fb_app_conversao_cold_and,lista_base-govsp-higienizada-tomadores_152k_0_br_18-65_auto_servsp,institucional_carrossel_port_red-de-parcelas_diminuir-parcelas_v1_app_baixe-o-app_0_0,"5,9",321,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govmt_geral_fb_app_conversao_cold_and,lal_pm-govmt_2k_1_br_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,88",305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govmt_geral_fb_app_conversao_cold_and,lal_pm-govmt_2k_1_br_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,8",292,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,all_geral_gg_site_trafego_hot_and-ios,interesse_branding_0_0_br_18-65_search_lead,0_0_0_0_0_0_0_0_0_0,"5,66",103,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_baixe-app_solano_indicacao-capitao-pm_v4_app_compare-taxa_original_c-leg,"5,59",327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govsp_geral_fb_app_conversao_cold_and,lista_base-govsp-higienizada-tomadores_152k_0_br_18-65_auto_servsp,story_vid_cn_video-adri_comparacao_v2_app_usar-app_original_s-leg,"5,59",333,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"5,52",254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lal_base-govsp-higienizada-tomadores_152k_1_br_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,52",250,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_prefsp-cn-tomadores_72k_0_sp_18-65_auto_prefsp,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,49",256,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,prefsp_geral_fb_app_conversao_cold_and,lal_servidores-prefsp_40k_1_sp_22-64_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,46",317,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,prefsp_geral_fb_app_conversao_cold_and,lista_base-prefsp_106k_0_sp_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,39",210,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,all_geral_tk_app_conversao_cold_and,aberto_0_0_0_sp-ba-mt_18-65_auto_serv,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,37",1104,9,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-13,govba_geral_fb_app_conversao_cold_and,lista_base-unificada-ba_187k_0_br_18-65_auto_servba,story_vid_troco_sr-leal_troco_v2_app_baixe-app_trilha_c-leg,"5,36",305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,govba_geral_fb_app_conversao_cold_and,lal_base-higienizada-ba_200k_1_ba_22-65_auto_servba,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"5,35",375,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,all_geral_tk_app_conversao_cold_and,lal_servidores-estados_184k_1_sp-ba-mt_22-55_auto_lead,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"5,34",692,15,3,3,2,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,lista_base-unificada-ba_187k_0_br_18-65_auto_servba,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"5,34",205,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,inss_geral_fb_app_conversao_cold_and,lal_leads-app_12k_1_br_25-65_auto_lead,story_vid_cn_video-adri_15-bancos_v2_app_usar-app_original_s-leg,"5,21",177,6,3,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govba_geral_fb_app_conversao_cold_and,lista_pm-govba_78k_0_ba_18-65_outo_serv,story_vid_baixe-app_solano_indicacao-capitao-pm_v4_app_compare-taxa_original_c-leg,"5,13",273,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,institucional_flyer_cn_dividas_menores-taxas_v1_app_usar-app_0_0,"4,96",498,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,institucional_flyer_cn_dividas_menores-taxas_v1_app_usar-app_0_0,"4,95",453,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-12,govba_geral_fb_app_conversao_cold_and,lal_usuario-e-servidor-180d_0_0_ba_18-65_auto_serv,story_vid_troco_sr-leal_troco_v1_app_baixe-app_trilha_c-leg,"4,95",314,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,inss_geral_tk_app_conversao_cold_and,aberto_auto_0_0_br_18-65_auto_inss,story_vid_cn_video-adri_menor-taxa_v2_app_usar-app_original_s-leg,"4,94",2299,14,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-11,govsp_geral_fb_app_conversao_cold_and,aberto_0_0_0_sp_22-65_auto_servsp,story_vid_cn_video-adri_40min-cai-na-conta_v2_app_usar-app_original_s-leg,"4,94",168,5,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0,0"
2023-08-10,rmkt_geral_fb_app_trafego_hot_and,lista_clientes-sem-contrataçao_47k_0_br_18-65_auto_clique,institucional_flyer_cn_dinheiro-extra-carro_menores-taxas_v1_app_usar-app_0_0,"4,91",519,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0,0"
